gstin,business_name,sector,profile,scenario_resilience_lp,output_gst,input_gst,avg_days_late,filing_compliance_rate,upi_bounce_rate,txn_velocity_mom,buyer_concentration_index,collection_efficiency,circular_transaction_flag,promoter_cibil,is_default,is_fraud,gross_margin_proxy,avg_round_trip_hours
32RUUNM0517D1Z2,Balay-Zacharia,Construction,HEALTHY_GROWER,100.0,310886.71583114145,155078.0,2.6364902463351942,1.0,0.0105161993056936,0.1664948538099268,0.063,0.98,0,758,0,0,0.2269,
29BNWEY1099P1Z5,Sarna Group,Manufacturing,STRESSED_BUSINESS,74.66175790018025,148268.21488717024,279136.6,38.3,0.7530729222493512,0.3723341665447487,-0.3449407192329655,0.682,0.65,0,571,1,0,0.0351,
18UIBLA1380U1Z1,Rai and Sons,Wholesale,THIN_FILE_NEWCOMER,100.0,85529.85828376151,105639.0,17.522916174764667,0.5683467589864712,0.2213104692153537,-0.4933692279758115,0.6,0.85,0,784,0,0,0.2081,
14TFHJP6408E1Z3,"Dhar, Padmanabhan and Sandal",Financials,SEASONAL_BUSINESS,100.0,585996.6110884582,852598.6,10.0,0.882718759862334,0.05,-0.0739608198521646,0.4,0.8,0,736,0,0,0.2564,
17UEOZR6224X1Z0,Saha Ltd,Services,SEASONAL_BUSINESS,100.0,1782246.3186458414,1003597.9,10.0,0.7271509019906296,0.05,0.3614751124670453,0.4,0.8,0,772,0,0,0.2302,
23GSBDM4711F1Z4,Sampath LLC,Financials,THIN_FILE_NEWCOMER,100.0,80336.50804148045,84331.5,17.88769715949976,0.4098382663732346,0.1770987321734407,-0.4694873151361679,0.6,0.85,0,791,1,0,0.199,
28KCOJJ4226S1Z0,Sarkar Ltd,Wholesale,HEALTHY_GROWER,100.0,1613773.0376023008,2740353.0,0.3363191857448475,0.6738494715734723,0.0420790856102545,0.151473120631178,0.117,0.98,0,751,0,0,0.3963,
36UNOGI4467X1Z4,Suresh LLC,Financials,THIN_FILE_NEWCOMER,100.0,239276.5358403006,136562.7,4.854754703278521,0.5815132267681953,0.0145906880257645,0.1595454703566191,0.6,0.85,0,850,0,0,0.1814,
31BMIBQ6531W1Z9,More Inc,Services,THIN_FILE_NEWCOMER,93.39849762332592,82990.36402424681,44698.1,4.903552768860207,0.6563598187494855,0.0662731955784007,0.3992376568356408,0.6,0.85,0,759,0,0,0.1066,
19QPDDR7696E1Z1,Biswas Ltd,Services,STRESSED_BUSINESS,93.90301309979772,839123.5824154088,627433.3,21.3,0.747061505949619,0.3238035506422809,-0.2044774381661476,0.705,0.65,0,629,1,0,0.0062,
32WETFU3225W1Z0,"Narayan, Bhatti and Sane",Logistics,HEALTHY_GROWER,100.0,1020344.6614878539,899095.3,2.110855735758322,0.6778615368349649,0.0336416037980533,0.1463253501012446,0.068,0.98,0,829,0,0,0.2512,
24WRHHD8914X1Z3,"Murty, Vaidya and Goyal",Wholesale,SEASONAL_BUSINESS,100.0,189428.4890092658,153032.5,10.0,0.6935334157882187,0.05,0.4863087178916215,0.4,0.8,0,739,0,0,0.215,
22CNROW9028C1Z2,"Chaudhry, Goda and Rastogi",Manufacturing,HEALTHY_GROWER,91.30977400336758,2020051.8343791012,1192208.5,22.46768906729953,0.5959339187498275,0.1871920351283061,-0.3567436370390751,0.099,0.98,0,807,0,0,0.4778,
26NSHCD7606H1Z4,Mody-Mahajan,Financials,HEALTHY_GROWER,100.0,3003557.7209579526,1414270.4,25.767826018917773,0.459924953518077,0.2383661639436851,-0.4898331487831726,0.237,0.98,0,797,0,0,0.2614,
20LAVOD4355J1Z4,Kurian and Sons,Retail,STRESSED_BUSINESS,100.0,290154.9109642081,722410.2,26.02525230825536,0.4417260841654579,0.2486753170334135,-0.4800834010219255,0.541,0.65,0,617,1,0,-0.1231,
15HIWLA9277C1Z3,"Kumar, Mitra and Tandon",Construction,HEALTHY_GROWER,100.0,1874529.5885175318,1386454.1,1.362399641218205,0.6436397456354958,0.0469753707511343,0.106219676296819,0.068,0.98,0,829,0,0,0.3599,
16XVCNB5021N1Z8,Mann Ltd,Logistics,HEALTHY_GROWER,82.74504559832701,4390272.348597046,2620713.1,1.784395290069611,0.6735829599054572,0.0067307332266171,0.186288947200898,0.09,0.98,0,792,0,0,0.3627,
35CXCOE4751F1Z4,Sengupta-Bansal,Logistics,THIN_FILE_NEWCOMER,100.0,57288.00681884869,82135.7,24.27206218812686,0.48691448025328116,0.2099680129697013,-0.4085833432291221,0.6,0.85,0,767,0,0,0.2027,
11GQGBP8171V1Z9,Kapur-Sanghvi,Retail,HEALTHY_GROWER,100.0,544267.5325745072,1627073.5,3.6463724468035714,0.9751818860905601,0.0389031762749683,0.1385154865673595,0.142,0.98,0,762,0,0,0.2332,
18AQTBU3089M1Z1,"Bhasin, Buch and Mand",Logistics,HEALTHY_GROWER,100.0,7182601.335886497,2056849.7,1.3053504582472202,0.6393475186721885,0.0303251021057754,0.1452989134441082,0.133,0.98,0,834,0,0,0.3608,
11IIGPV3401V1Z4,Taneja-Toor,Financials,HEALTHY_GROWER,100.0,1664844.0280905794,1303335.1,18.44060658137534,0.40811107859654805,0.2262743582007595,-0.409067937483946,0.2,0.98,0,780,0,0,0.4062,
16ZBPRA7057K1Z8,Sood and Sons,Logistics,HEALTHY_GROWER,100.0,1394844.2964757727,697308.1,19.35758682257537,0.4832266929683991,0.2124392419743256,-0.3870183954176293,0.13,0.98,0,751,0,0,0.2577,
22DJBHJ8760O1Z1,"Sen, Johal and Walla",Construction,THIN_FILE_NEWCOMER,88.38570438774794,38582.64536979675,58695.6,6.394733718236939,0.8910155963952852,0.0797496237240109,0.2078870321565657,0.6,0.85,0,829,0,0,0.1984,
26QEMOT8570H1Z6,"Mital, Kuruvilla and Date",Retail,THIN_FILE_NEWCOMER,99.16782650890804,25530.60169026857,25820.7,27.77039995150319,0.4157669700308101,0.1920317065804082,-0.3543281269773999,0.6,0.85,0,753,0,0,0.1483,
30GLLNZ2903N1Z1,Kanda PLC,Services,CIRCULAR_FRAUDSTER,100.0,9973059.505195653,6800184.3,26.3953150458369,0.47075909035430347,0.1690475366860524,-0.3695323697736795,0.95,1.0,1,798,0,1,0.0006,24.0
37SXYQX5994B1Z1,Rao-Lal,Wholesale,HEALTHY_GROWER,98.09032873065676,2421726.2579394234,2441315.8,2.130796956139073,0.8984932706443678,0.0159496452832874,0.1847712105258069,0.085,0.98,0,818,0,0,0.2016,
21IMIFF7936L1Z1,Mahajan LLC,Construction,CIRCULAR_FRAUDSTER,94.91683672352868,8524263.268450864,4325968.1,2.4,0.7129479746232265,0.0,0.05,0.95,1.0,1,760,0,1,0.0048,9.03
36HGIOV7712Q1Z9,"Kumer, Ganesh and Ratti",Manufacturing,STRESSED_BUSINESS,97.96487195100744,593892.2310621043,625302.6,16.4719141380024,0.5070038295970155,0.1513626646092265,-0.4752350457423375,0.621,0.65,0,648,1,0,0.0466,
24WMUAN9670N1Z3,Swamy LLC,Wholesale,THIN_FILE_NEWCOMER,100.0,401572.17652946565,155973.7,4.2659529060958885,0.9388557655673185,0.0239293602226847,-0.0069790362563281,0.6,0.85,0,823,0,0,0.1436,
24EJVAI3578I1Z2,Virk Ltd,Financials,STRESSED_BUSINESS,100.0,342373.1593623378,807023.3,26.1,0.8428294506339421,0.421636898324047,-0.1367122909535004,0.599,0.65,0,577,1,0,0.0199,
31ESCOY6496X1Z1,Narayan Ltd,Wholesale,HEALTHY_GROWER,100.0,1835706.7839051944,1823504.5,2.0593480056459432,0.8096481745029708,0.0066212076554591,0.1665182057115675,0.084,0.98,0,766,0,0,0.4925,
14KPBGK7737V1Z5,Bhavsar PLC,Financials,CIRCULAR_FRAUDSTER,100.0,5438324.561622009,5492346.0,22.449909087980103,0.512258500500186,0.1929337971697092,-0.3828443032641893,0.95,1.0,1,745,0,1,0.0005,24.0
12KTTVY6279G1Z4,"Hora, Kakar and Mangal",Retail,HEALTHY_GROWER,100.0,6550140.236264167,3195385.0,2.0164858667173085,0.5890329017467901,0.0184981736674032,0.1444996457607938,0.114,0.98,0,801,0,0,0.2284,
18FADPW9205D1Z0,"Deo, Vasa and Pau",Logistics,SEASONAL_BUSINESS,93.01429967547048,1454979.4798478698,870074.1,26.02669176890272,0.5478165231805687,0.2352951064975845,-0.3757409127532687,0.4,0.8,0,759,0,0,0.2909,
36KQZYR1736H1Z6,Bhagat-Kala,Retail,THIN_FILE_NEWCOMER,100.0,246786.0816692651,149184.0,8.217059919260446,0.9007646643390664,0.0240418765946957,0.4180342041085552,0.6,0.85,0,831,0,0,0.0823,
16JVFUG4884W1Z1,"Bhardwaj, Majumdar and Dutt",Construction,HEALTHY_GROWER,100.0,3264956.637575178,3277225.5,1.7004394938624905,0.7560287813282252,0.0318586178113905,0.1192741745407224,0.184,0.98,0,756,0,0,0.3155,
34YYJZH9398Z1Z5,"Aurora, Dey and Sur",Financials,SEASONAL_BUSINESS,100.0,2422682.8944311882,1147241.8,10.0,0.9724389644193521,0.05,-0.2746304709760588,0.4,0.8,0,669,0,0,0.2969,
11NJJOF6758T1Z3,Prakash LLC,Financials,THIN_FILE_NEWCOMER,82.95389934891375,14220.868530122038,36101.4,29.647587615393533,0.5945395283671936,0.2039091509558917,-0.4472903845286052,0.6,0.85,0,804,0,0,0.1362,
33RTVLO4011J1Z7,"Nori, Chandra and Tata",Logistics,HEALTHY_GROWER,87.38497369065456,2195716.4651958314,456994.5,1.658752103714765,0.97188117276966,0.0156642458367621,0.1133004132354955,0.149,0.98,0,775,0,0,0.2506,
25CEETH2235N1Z2,"Acharya, Balasubramanian and Balasubramanian",Financials,HEALTHY_GROWER,92.08271109795992,315827.521580779,711704.0,22.69495132513408,0.4262850316589735,0.1541363066312445,-0.404629408657251,0.227,0.98,0,850,0,0,0.419,
24VIZQQ8492Q1Z0,Sangha-Rama,Services,HEALTHY_GROWER,100.0,2167936.317408637,2305142.2,0.3065833993517832,0.5126277632809105,0.0027538486823626,0.1975479365051547,0.115,0.98,0,766,0,0,0.3773,
11JOXTK8350H1Z8,Dar PLC,Logistics,HEALTHY_GROWER,100.0,1582621.2632818676,2689712.6,0.9259868590088725,0.8899160324268919,0.0359603272048934,0.1983385290083245,0.111,0.98,0,797,0,0,0.2621,
19QKDCM5635T1Z5,Dar-Cherian,Construction,HEALTHY_GROWER,97.8891130456527,523260.87109843723,311298.6,1.1244072207389617,0.9018864659523856,0.0125842518166587,0.1610520722182689,0.122,0.98,0,773,0,0,0.2739,
18PWBPF6906Y1Z2,"Parmer, Savant and Mody",Construction,THIN_FILE_NEWCOMER,99.72748993001,10746.149885372924,12131.6,0.0025800573811594,0.7369129157237662,0.0527118323903497,0.0588078701347267,0.6,0.85,0,825,0,0,0.0812,
33DCFDQ7588J1Z8,Narasimhan-Dani,Financials,THIN_FILE_NEWCOMER,92.38350582423476,250325.2844109124,161064.8,9.62300860326606,0.8562337435389072,0.0452237831994135,0.0410521710379236,0.6,0.85,0,790,0,0,0.151,
19KOLFY4240Q1Z8,"Gala, Naidu and Soni",Retail,THIN_FILE_NEWCOMER,100.0,21812.93588811639,51154.1,29.519156714291903,0.3931236415239751,0.2055302184135009,-0.4991086741554748,0.6,0.85,0,807,0,0,0.1058,
21ZDJDS5951N1Z6,Mall-Desai,Wholesale,THIN_FILE_NEWCOMER,100.0,226116.20752531342,142477.2,4.454552266433442,0.9761102542859752,0.078350446466638,0.015026690261422,0.6,0.85,0,819,0,0,0.2009,
32WMSCM2240I1Z1,Oza-Ray,Manufacturing,HEALTHY_GROWER,97.35943977656862,608559.4907119817,170218.5,0.8618188505221707,0.8939342291313178,0.0003432558775681,0.1996893943726121,0.082,0.98,0,776,0,0,0.2848,
21TTGOO1667Z1Z9,"Ghose, Shukla and Bora",Logistics,STRESSED_BUSINESS,100.0,544333.3281768187,237845.0,33.8,0.6308838692543901,0.3170839454704559,-0.1519554913079824,0.738,0.65,0,558,1,0,-0.0098,
12XUCOI6764R1Z3,"Chhabra, Iyer and Purohit",Construction,SEASONAL_BUSINESS,98.59995569029245,1440256.258971936,979738.7,10.0,0.7806894147630373,0.05,-0.1955406392147439,0.4,0.8,0,665,0,0,0.2634,
30WKLJF2822W1Z1,Chowdhury PLC,Wholesale,SEASONAL_BUSINESS,100.0,1039081.150813846,487909.3,29.956946833873864,0.5059086889850258,0.2418378577961145,-0.4748070871163252,0.4,0.8,0,669,0,0,0.3582,
37OWBNJ1562H1Z6,Morar Inc,Retail,STRESSED_BUSINESS,100.0,529544.9467680085,303134.3,27.3,0.4010966591831434,0.2574048342693064,-0.3726047960259258,0.678,0.65,0,616,1,0,0.0429,
32BFKDA3632U1Z5,"Dubey, Jha and Das",Services,HEALTHY_GROWER,100.0,806724.5335642984,650093.7,1.791565211907766,0.7657858221198607,0.0071494958571829,0.1680259538584985,0.185,0.98,0,776,0,0,0.3037,
28TTXOD8550J1Z0,"Mani, Dalal and Dass",Manufacturing,HEALTHY_GROWER,100.0,3871359.9165255907,2354130.5,16.20518796750521,0.6579407340159615,0.2071459369661805,-0.481082686436947,0.182,0.98,0,800,0,0,0.2675,
30UCLXG1435L1Z8,Vig-Chaudry,Services,CIRCULAR_FRAUDSTER,100.0,4088383.832066209,3947337.1,3.6,0.9070331173425097,0.0,0.05,0.95,1.0,1,714,0,1,0.0077,24.0
32MKHMV1280V1Z0,"Manne, Dewan and Dua",Retail,SEASONAL_BUSINESS,98.47836980309924,474651.73777449736,318048.3,10.0,0.9893632410295584,0.05,0.0029878371556648,0.4,0.8,0,695,0,0,0.3718,
24NYSZX3028W1Z1,Shukla Group,Construction,CIRCULAR_FRAUDSTER,100.0,5480449.087730015,4347097.2,22.662920943071686,0.4537748297510321,0.2051898130859478,-0.4859357837174769,0.95,1.0,1,750,0,1,0.0067,24.0
21VDBAS5279A1Z1,Bhakta LLC,Construction,CIRCULAR_FRAUDSTER,91.60426917556606,1954870.3863463602,3879757.8,0.5,0.8337111375335204,0.0,0.05,0.95,1.0,1,701,0,1,0.0123,24.0
21RJNBO5662J1Z6,Uppal-Kaul,Retail,STRESSED_BUSINESS,100.0,105223.62549172807,153398.8,20.0,0.5989630273851322,0.269227490949928,-0.2248979272027282,0.528,0.65,0,638,1,0,0.0071,
34OLMAD4286B1Z0,"Chopra, Pillay and Chaudhry",Construction,STRESSED_BUSINESS,94.3269639942676,236040.9453666828,328915.3,15.808891682438768,0.4660809053182773,0.1522917128703612,-0.4177440762759912,0.586,0.65,0,578,1,0,0.0665,
12GXKCM4729Z1Z5,Som PLC,Wholesale,HEALTHY_GROWER,100.0,1428580.573437455,1229182.6,0.7547764073570804,0.6155752354999935,0.0474999227082997,0.1709883634718682,0.126,0.98,0,839,0,0,0.4133,
26TCBYV9866L1Z8,Deep-Sachar,Services,STRESSED_BUSINESS,100.0,29081.70762169245,72256.1,25.2,0.7318535943449891,0.2258433404891209,-0.3602515656244983,0.547,0.65,0,641,1,0,0.0419,
17BLOOV3416W1Z9,"Sangha, Bora and Tandon",Logistics,STRESSED_BUSINESS,100.0,178730.76086040738,190140.2,20.0,0.4419562795871657,0.1748393343126517,-0.2780553709477175,0.59,0.65,0,614,1,0,0.0406,
36XCGDG3952P1Z2,Doshi Inc,Wholesale,HEALTHY_GROWER,93.42495396277248,2624736.466785437,1198120.8,1.2792725895814026,0.8706095446470955,0.0306909248417806,0.1539156305544782,0.14,0.98,0,839,0,0,0.4133,
36KOOYA8675B1Z8,"Tara, Chadha and Mammen",Construction,CIRCULAR_FRAUDSTER,92.86301325975748,2069665.465341595,8302886.1,20.21468385410077,0.3973019387649851,0.2158440370456596,-0.376361362520246,0.95,1.0,1,790,0,1,0.017,20.33
37IZCWA1756A1Z0,Dugal-Dhillon,Construction,THIN_FILE_NEWCOMER,93.82748653547036,71691.63719426547,89003.6,15.67343164996663,0.4700909568376985,0.1570438711246781,-0.4701118492983871,0.6,0.85,0,772,0,0,0.1743,
32XCCTW6027Y1Z0,Chakrabarti-Oak,Services,CIRCULAR_FRAUDSTER,78.2927546797691,4091777.552898971,8184623.4,15.893357591193135,0.5094017743681072,0.1927874620920582,-0.3949147694679963,0.95,1.0,1,747,0,1,0.0033,1.08
14SKUFI6551L1Z1,Rai-Tella,Services,SEASONAL_BUSINESS,94.36874464634909,1551467.5994530483,612825.6,10.0,0.6077566025778688,0.05,0.0399911764277199,0.4,0.8,0,673,0,0,0.3723,
27WCBJM6736P1Z5,Palla-Dora,Wholesale,HEALTHY_GROWER,100.0,1580900.9163712189,1911019.6,25.68470651968893,0.43788867893207717,0.2435501957285069,-0.3788636987333948,0.127,0.98,0,770,0,0,0.3645,
28WQWCG9255Y1Z7,Mall-Setty,Manufacturing,THIN_FILE_NEWCOMER,100.0,20278.792853142426,35532.5,6.819598410397783,0.808608225954368,0.037543480704333,0.3688255640339232,0.6,0.85,0,833,0,0,0.2403,
18YVWER1469K1Z6,"Karan, Vora and Pingle",Manufacturing,CIRCULAR_FRAUDSTER,100.0,4174288.9745001653,9330380.7,4.3,0.7993538369341774,0.0,0.05,0.95,1.0,1,790,0,1,0.0024,24.0
20LQJQE5020J1Z3,Magar Inc,Retail,THIN_FILE_NEWCOMER,85.6453672076352,88909.74024789306,73743.2,7.79761111665473,0.7406472275724649,0.0651473662014738,0.4093596347258984,0.6,0.85,0,844,0,0,0.2224,
24AFKTV1282K1Z2,Luthra PLC,Construction,STRESSED_BUSINESS,100.0,263090.04625932913,198126.9,37.2,0.8771661816200989,0.2918253468929989,-0.1860208298542803,0.574,0.65,0,594,1,0,-0.0579,
17PUIJJ3702L1Z5,"Gill, Parmer and Agarwal",Wholesale,HEALTHY_GROWER,100.0,1942985.2495373385,385873.3,19.09641192830059,0.5075689267291933,0.1513770820930357,-0.3793643490393986,0.126,0.98,0,846,0,0,0.4969,
19VJSEX6956C1Z7,"Chaudhry, Sandal and Mody",Logistics,SEASONAL_BUSINESS,100.0,636550.2038179528,496715.8,10.0,0.5925089644783047,0.05,-0.5373410909660451,0.4,0.8,0,729,0,0,0.3421,
10EKXVP5605N1Z6,Shanker-Patla,Logistics,CIRCULAR_FRAUDSTER,100.0,17531165.641720988,7583755.0,4.2,0.8250436750562098,0.0,0.05,0.95,1.0,1,745,0,1,0.0073,18.38
18SYUCH5231S1Z9,Kapoor-Pathak,Manufacturing,HEALTHY_GROWER,100.0,1974660.5739752217,725539.6,23.317160190474542,0.3125748503763282,0.2225779289557262,-0.3906887658667816,0.083,0.98,0,812,0,0,0.3279,
21GSHOO4347C1Z8,"Lalla, Hari and Rajan",Services,STRESSED_BUSINESS,85.64876979987744,111382.49100658357,299428.2,20.0,0.388617594573228,0.4079574331558402,-0.2111967590814088,0.744,0.65,0,602,1,0,-0.0663,
31YVZDS8697Q1Z9,Patel Ltd,Services,STRESSED_BUSINESS,98.18375948167836,327262.4721657073,619772.3,28.02223945290453,0.47129612917254676,0.1645785990122266,-0.3590023222406988,0.594,0.65,0,643,1,0,0.0203,
15IPRAL5431D1Z6,Sehgal Group,Construction,HEALTHY_GROWER,100.0,8018269.383892408,2845207.4,15.474622785409792,0.4550451539384151,0.1706588025577268,-0.4169381447501802,0.244,0.98,0,759,0,0,0.3745,
21ZDQIK0477H1Z9,Sibal Ltd,Financials,HEALTHY_GROWER,100.0,2926390.6301328153,1082194.3,1.1175681965493645,0.9526819150784247,0.0247902782847073,0.1828669140528859,0.206,0.98,0,839,0,0,0.4476,
21YODGZ1013Y1Z7,Seth and Sons,Retail,STRESSED_BUSINESS,98.32079998739007,491755.5797988858,684169.6,23.95586618308223,0.40810257346966305,0.2032985931471214,-0.4717563955857416,0.767,0.65,0,552,1,0,-0.0916,
27ATNEO5955D1Z3,Sheth Group,Logistics,THIN_FILE_NEWCOMER,93.95417568499882,24886.01684598052,53310.5,9.95119501299861,0.9815199874274046,0.0759958681520618,-0.0201000158051417,0.6,0.85,0,832,0,0,0.1029,
28GGHFK7389O1Z5,"Sathe, Viswanathan and Arora",Logistics,HEALTHY_GROWER,100.0,1849210.9654290709,2029328.5,2.404170614877866,0.6861771247963182,0.0435753673798085,0.1051554146269051,0.154,0.98,0,849,0,0,0.4745,
28HIXYG9616Q1Z0,"Shukla, Jaggi and Warrior",Financials,STRESSED_BUSINESS,100.0,152812.89885217548,141889.1,20.074969788783,0.6031735653356927,0.2162721258002465,-0.4147554657401364,0.602,0.65,0,590,1,0,0.0483,
28OBSMI8295F1Z5,Ghosh-Subramanian,Construction,HEALTHY_GROWER,86.52871112534115,1018312.2641590089,323297.0,20.453203597015893,0.5023960783054903,0.1850824320885543,-0.4737295474062019,0.089,0.98,0,809,0,0,0.4038,
12CPDZA6097O1Z1,Bhatnagar LLC,Services,HEALTHY_GROWER,97.0547773859984,1994869.39405666,2260225.9,0.0,0.864538989826156,0.0315492200448151,0.1047132454438664,0.128,0.98,0,763,0,0,0.4642,
21RYVDK7403C1Z1,Bajaj Ltd,Wholesale,STRESSED_BUSINESS,100.0,238912.25562130281,867087.4,17.58378816869291,0.5781737498655056,0.1641451071637724,-0.4278513132114345,0.6,0.65,0,621,1,0,0.0494,
33RHIDL3603L1Z0,"Viswanathan, Manda and Char",Construction,SEASONAL_BUSINESS,100.0,1205080.3511684502,286053.0,10.0,0.681779152659911,0.05,0.3870656023753477,0.4,0.8,0,697,0,0,0.3311,
28IUPWK6625B1Z8,"Taneja, Sunder and Ghose",Wholesale,HEALTHY_GROWER,93.54943402906588,3179591.9464671495,1277807.5,4.451413735102168,0.9264973659332956,0.0143469765330079,0.1014153514415525,0.234,0.98,0,795,0,0,0.4392,
30NBJUK7817X1Z3,Bora Group,Financials,SEASONAL_BUSINESS,93.23944205446728,581995.1780973902,629645.0,27.637342094725145,0.44853772791615504,0.1892382437018762,-0.4005829817766625,0.4,0.8,0,680,0,0,0.3852,
22WSXRJ8475P1Z5,"Ramaswamy, Guha and Bumb",Construction,STRESSED_BUSINESS,100.0,582894.2144735636,744056.4,20.0,0.4318613397936334,0.2498732911496744,-0.3786301229588233,0.514,0.65,0,579,1,0,0.0229,
14KYNFO7300W1Z0,Krishnan Ltd,Wholesale,HEALTHY_GROWER,90.37927795049896,1658270.3139040954,1485812.3,18.849377273810287,0.4574615763261017,0.1776494716772519,-0.4542512609543279,0.244,0.98,0,800,0,0,0.3591,
