gstin,business_name,sector,profile,scenario_resilience_lp,output_gst,input_gst,avg_days_late,filing_compliance_rate,upi_bounce_rate,txn_velocity_mom,buyer_concentration_index,collection_efficiency,circular_transaction_flag,promoter_cibil,is_default,is_fraud,gross_margin_proxy,avg_round_trip_hours
28LCOUP6237S1Z6,"Raval, Bajwa and Kulkarni",Construction,HEALTHY_GROWER,100.0,75275.49482621456,205739.7,25.115323081973383,0.4763967959744155,0.1528888878343672,-0.4269841776327795,0.169,0.98,0.0,752.0,0.0,0.0,0.4697,
36KWWPY0168J1Z3,Doshi-Wadhwa,Retail,STRESSED_BUSINESS,100.0,926310.9518027443,357109.0,27.170616844960183,0.34021202152478364,0.1782392290787119,-0.4001391014120823,0.725,0.65,0.0,587.0,1.0,0.0,-0.118,
32CRLAU9482T1Z0,"Agate, Kohli and Balasubramanian",Retail,SEASONAL_BUSINESS,100.0,37429.134008211964,159380.9,28.33210195101985,0.446666720265009,0.1598029128163714,-0.3839061859692152,0.4,0.8,0.0,660.0,0.0,0.0,0.2714,
36KXPZD8945M1Z1,Kulkarni and Sons,Logistics,HEALTHY_GROWER,100.0,2519887.184697548,1007828.4,18.96096418042901,0.6500650992634748,0.2071453381617267,-0.4057851248269845,0.141,0.98,0.0,755.0,0.0,0.0,0.4926,
10QUYVL8706Z1Z1,"Yadav, Badal and Wable",Logistics,THIN_FILE_NEWCOMER,100.0,69076.8608738621,70311.6,28.2267398505037,0.5092377521791736,0.246001401050445,-0.4634805639391425,0.6,0.85,0.0,775.0,0.0,0.0,0.2779,
30PLBZX9120K1Z4,"Dayal, Patil and Saxena",Logistics,HEALTHY_GROWER,83.34417717411891,987268.7752996931,3303670.3,1.225483128000783,0.8985404200994577,0.0274505461695499,0.1782581233681032,0.076,0.98,0.0,850.0,0.0,0.0,0.2098,
21ZNUGN5442Q1Z9,Goda and Sons,Manufacturing,SEASONAL_BUSINESS,100.0,2218121.4407564383,1145908.6,26.22809796816292,0.4852610906897522,0.1542943913485453,-0.3601222949325577,0.4,0.8,0.0,683.0,0.0,0.0,0.3259,
18YVIVX2771C1Z8,Lall LLC,Logistics,CIRCULAR_FRAUDSTER,100.0,2335552.2719222154,6236400.2,18.88256548136959,0.5171108338025651,0.1839528076735047,-0.4980280289969642,0.95,1.0,1.0,749.0,0.0,1.0,0.0167,24.0
32PJNGI1931Y1Z8,Mall Ltd,Logistics,HEALTHY_GROWER,97.21116854456452,2836108.4610778512,2553005.3,1.380936652647895,0.6452579382375075,0.0007707207425389,0.1193299242173174,0.083,0.98,0.0,762.0,0.0,0.0,0.3762,
10NDCUN4845S1Z2,"Luthra, Balasubramanian and Raja",Financials,HEALTHY_GROWER,92.04237210617228,1689378.124088132,2250065.8,22.474273682302147,0.41549234725218626,0.1777330397225186,-0.3893239114518099,0.211,0.98,0.0,792.0,0.0,0.0,0.25,
36QYDII6743R1Z1,Aggarwal-Subramaniam,Financials,HEALTHY_GROWER,91.3488107790615,614503.0685566603,287369.2,3.922067432628011,0.6914073319852242,0.0382345868692325,0.1170095662268932,0.149,0.98,0.0,781.0,0.0,0.0,0.4743,
13VSILC9619X1Z6,Chaudhary-Bakshi,Services,STRESSED_BUSINESS,100.0,611472.5526413884,1070563.4,28.1,0.49989070506524047,0.2205073616719232,-0.1580600937667436,0.668,0.65,0.0,588.0,1.0,0.0,-0.1132,
30KVOZE8706G1Z9,Borah-Rastogi,Logistics,THIN_FILE_NEWCOMER,99.46569951462504,239131.4593471864,104915.3,2.822627531145208,0.8704872107503072,0.0549721383367983,0.1235859038711221,0.6,0.85,0.0,848.0,0.0,0.0,0.2739,
15LXGPH0724Q1Z1,Kohli-Pai,Construction,SEASONAL_BUSINESS,100.0,104443.60369587432,257967.7,29.73944539989688,0.5714970167843143,0.1615782269293143,-0.4866826417133314,0.4,0.8,0.0,771.0,0.0,0.0,0.3115,
27IZTAW6721G1Z5,"Solanki, Walla and Narain",Financials,SEASONAL_BUSINESS,100.0,375562.5186591723,1227198.0,10.0,0.8827764619151085,0.05,-0.2374046730389234,0.4,0.8,0.0,658.0,0.0,0.0,0.2918,
15TFCPH2841B1Z8,Lala-Yadav,Construction,THIN_FILE_NEWCOMER,94.62396107122996,76637.65307004256,157888.6,15.101543190146408,0.634250651328615,0.2369987516488104,-0.4823041339975374,0.6,0.85,0.0,774.0,0.0,0.0,0.1399,
21YBWFN4275E1Z1,Mitra-Shroff,Logistics,HEALTHY_GROWER,87.85366015735538,2449768.6885398566,3464875.8,29.32633322373183,0.5386201646246865,0.1517351678541008,-0.3900705419862422,0.11,0.98,0.0,821.0,0.0,0.0,0.2846,
37NXYKP5921F1Z4,"Kade, Chaudhari and Chaudry",Manufacturing,THIN_FILE_NEWCOMER,78.0865115992598,80187.41037764295,127427.3,3.475288112694896,0.9283343450087788,0.0591467995630014,0.2152517417307655,0.6,0.85,0.0,752.0,0.0,0.0,0.2698,
32IDJYD8542S1Z4,"Sarma, Doshi and Bumb",Retail,THIN_FILE_NEWCOMER,100.0,11181.911794894615,20531.2,25.91058100463085,0.4944173984963456,0.1962312662779211,-0.3767038484093599,0.6,0.85,0.0,828.0,0.0,0.0,0.2752,
24FBVKP4192L1Z1,"Wadhwa, Narula and Goda",Manufacturing,STRESSED_BUSINESS,100.0,161433.7283758208,336514.3,31.4,0.6798816496924656,0.1896709327821983,-0.2770621271706588,0.796,0.65,0.0,563.0,1.0,0.0,0.0596,
24VMBUY0463R1Z1,Subramaniam-Sama,Wholesale,HEALTHY_GROWER,100.0,2849750.3014067514,1547953.9,21.48164840058012,0.5107987799824607,0.1705520101676832,-0.4587998087142865,0.106,0.98,0.0,774.0,0.0,0.0,0.3636,
34NCBHO4557T1Z8,Edwin-Kumar,Wholesale,SEASONAL_BUSINESS,82.05460688928854,563845.256386468,1445802.7,15.523447312186256,0.33342103435784626,0.2080476366516771,-0.4833353438455807,0.4,0.8,0.0,771.0,0.0,0.0,0.2768,
26ZGRWD6815E1Z7,Borde LLC,Logistics,HEALTHY_GROWER,100.0,5373227.809633172,2144414.3,1.1286466064652882,0.7809675087619127,0.0495068571066117,0.1511565758665226,0.19,0.98,0.0,773.0,0.0,0.0,0.4524,
19PEYIX2172T1Z3,"Dani, Jani and Malhotra",Manufacturing,HEALTHY_GROWER,97.80206432545486,453426.7388825535,879016.3,3.4940619860693696,0.7143219343109979,0.0428968806411155,0.1550641060381924,0.142,0.98,0.0,752.0,0.0,0.0,0.4648,
23ITTUY6399H1Z7,Hari-Comar,Manufacturing,STRESSED_BUSINESS,78.3572926703897,251258.15480550472,885129.6,20.470041491058687,0.7033737107549455,0.2048804429995652,-0.3949776549189853,0.51,0.65,0.0,601.0,1.0,0.0,0.0479,
13BZFJZ7739A1Z4,Choudhry-Mohan,Logistics,HEALTHY_GROWER,100.0,459189.36836180306,547809.5,22.097643428156427,0.6771637419883146,0.1621384704628037,-0.3985362489438976,0.066,0.98,0.0,837.0,0.0,0.0,0.3963,
20GNINQ6336S1Z6,"Hora, Goyal and Bail",Financials,HEALTHY_GROWER,100.0,4101121.9667810453,2499948.1,2.952509923676778,0.9974150431941725,0.0400635837013277,0.1307912579619577,0.134,0.98,0.0,821.0,0.0,0.0,0.209,
35CHXIU1114I1Z7,Bal Group,Wholesale,THIN_FILE_NEWCOMER,100.0,8708.815787849031,27338.9,5.484849792416676,0.9541377093205875,0.0172888326242864,0.1684588222077278,0.6,0.85,0.0,770.0,0.0,0.0,0.2843,
21CKAIX0303Y1Z4,Sandhu LLC,Logistics,HEALTHY_GROWER,100.0,1111574.7162136645,2278512.0,2.184212560875926,0.937398538575714,0.042575732545961,0.1865118044406049,0.206,0.98,0.0,838.0,0.0,0.0,0.2272,
20NBGZP4512Y1Z4,Palla and Sons,Financials,HEALTHY_GROWER,100.0,1753800.6924619835,2605320.9,2.0227639910772264,0.7198964290048985,0.0493196091633391,0.1720450071756589,0.237,0.98,0.0,789.0,0.0,0.0,0.4095,
32HALNN8150H1Z5,Manda-Kamdar,Retail,HEALTHY_GROWER,100.0,1438756.0158954272,1066081.5,24.09563534437196,0.47494766327580606,0.1769124844389488,-0.4105727294581013,0.143,0.98,0.0,755.0,0.0,0.0,0.4971,
23UJQWD8734J1Z0,Ramesh-Bhardwaj,Wholesale,HEALTHY_GROWER,96.7596847733004,1710366.7342711336,955737.4,3.046332241358458,0.8396426069988615,0.0244413627996729,0.1192893952530506,0.184,0.98,0.0,758.0,0.0,0.0,0.4309,
37QJXEB4480H1Z9,"Atwal, Banik and Sood",Manufacturing,THIN_FILE_NEWCOMER,99.22325344300368,119820.72355951142,80474.5,28.934841941102786,0.7606573465360364,0.2234147818828476,-0.3531296143139288,0.6,0.85,0.0,750.0,0.0,0.0,0.1882,
19AZGDK6738Z1Z6,Ravi Inc,Manufacturing,THIN_FILE_NEWCOMER,100.0,32632.455041431473,89194.7,1.0887125728797766,0.5897947789387085,0.0612823416287415,0.3745306002925916,0.6,0.85,0.0,847.0,0.0,0.0,0.1971,
23HHBFS4738I1Z7,Roy Inc,Wholesale,CIRCULAR_FRAUDSTER,94.4149500628332,2190354.8739442844,5642753.1,0.9,0.7281905705254016,0.0,0.05,0.95,1.0,1.0,743.0,0.0,1.0,0.0067,24.0
10UPMFV1400L1Z3,Korpal-Gola,Construction,HEALTHY_GROWER,98.78489564939406,62278.534111142224,111664.3,0.9357376106192414,0.8883371803734204,0.0350739942699901,0.1150666930745939,0.17,0.98,0.0,781.0,0.0,0.0,0.3107,
21AHTPZ8657Q1Z5,Karpe PLC,Services,CIRCULAR_FRAUDSTER,100.0,5408814.224027569,9257814.9,4.7,0.8697925073921913,0.0,0.05,0.95,1.0,1.0,708.0,0.0,1.0,0.0012,24.0
14IVLYZ3872G1Z8,Sabharwal Inc,Manufacturing,STRESSED_BUSINESS,100.0,554232.3108749919,698302.5,29.305047397329503,0.4328023055232863,0.2243813259418239,-0.4496051770035669,0.642,0.65,0.0,557.0,1.0,0.0,0.0638,
27HHDDU6086P1Z4,Kale Ltd,Manufacturing,THIN_FILE_NEWCOMER,100.0,87723.47972638496,95227.0,4.517921897277536,0.691756055456342,0.0672322541335043,0.0346238237790002,0.6,0.85,0.0,756.0,0.0,0.0,0.2912,
32GZRAV7499Y1Z4,Rau and Sons,Logistics,STRESSED_BUSINESS,93.11849438210156,349245.27346751484,413282.1,26.06504709395247,0.4680304943588227,0.2272601903639698,-0.4577483885352649,0.54,0.65,0.0,607.0,1.0,0.0,-0.1943,
23UIETT6592U1Z6,Bakshi-Tak,Wholesale,HEALTHY_GROWER,100.0,3254917.8476324254,3000916.2,2.5907122519895114,0.9648465699081106,0.0196204726707965,0.1359590425230527,0.218,0.98,0.0,841.0,0.0,0.0,0.3487,
23FJBSG3882B1Z9,Agate Group,Financials,CIRCULAR_FRAUDSTER,89.50440482877121,826286.4046751492,5658981.7,3.1,0.8770289824448575,0.0,0.05,0.95,1.0,1.0,745.0,0.0,1.0,0.0039,1.05
31PQANW7906A1Z4,"Gupta, Varma and Dash",Logistics,HEALTHY_GROWER,100.0,1297831.619272302,544805.7,17.496004850876233,0.5337173239466736,0.2378413307990524,-0.3667700515149374,0.061,0.98,0.0,765.0,0.0,0.0,0.3401,
10OGZQW4213Z1Z1,Manda-Ramesh,Retail,SEASONAL_BUSINESS,100.0,897493.6457341957,755687.3,10.0,0.6624087406440089,0.05,0.5129989508363958,0.4,0.8,0.0,694.0,0.0,0.0,0.2633,
28TVCHB9598M1Z6,Bir Group,Wholesale,THIN_FILE_NEWCOMER,100.0,224633.9410781217,96438.6,21.151053136466217,0.5747284486715181,0.1925047622697599,-0.4910660560188586,0.6,0.85,0.0,793.0,0.0,0.0,0.2358,
28CYBSJ4861E1Z6,Sahota-Boase,Wholesale,HEALTHY_GROWER,96.68959220566188,1939999.5801498953,2041926.3,20.31222108111204,0.48902172136611455,0.2274216883395661,-0.3529513127280746,0.068,0.98,0.0,758.0,0.0,0.0,0.2965,
10GOIOI4350Z1Z9,Nadig-Tripathi,Logistics,SEASONAL_BUSINESS,92.36682757360248,158716.56056008444,88905.0,22.36942317324,0.40200644894130916,0.1723494977202408,-0.4657733079221943,0.4,0.8,0.0,700.0,0.0,0.0,0.3229,
23PBCNW6408J1Z6,Gour Ltd,Construction,THIN_FILE_NEWCOMER,86.22068779144968,31843.861827654553,67154.6,7.629564174875053,0.9111214720830103,0.0461940930011487,0.0086091740012829,0.6,0.85,0.0,791.0,0.0,0.0,0.1079,
29FCBNP1481H1Z0,Jain-Sachar,Financials,HEALTHY_GROWER,89.85382256884559,739418.1191506211,918056.2,15.268229623629438,0.44693776983320843,0.2099307121388505,-0.3590662361579043,0.226,0.98,0.0,754.0,0.0,0.0,0.3217,
33EKYUI4686T1Z0,"Kale, Sehgal and Dutta",Wholesale,HEALTHY_GROWER,100.0,3096715.204801907,2131340.1,3.6657802178368577,0.8906230078895637,0.0206168351728978,0.1732762935580195,0.16,0.98,0.0,846.0,0.0,0.0,0.2038,
35KQIYS5857I1Z1,Dugar-Sane,Construction,HEALTHY_GROWER,100.0,1684839.2310186345,2921441.1,20.556848365262454,0.28651341004020126,0.1949948785149722,-0.4041324592840116,0.193,0.98,0.0,820.0,0.0,0.0,0.3971,
15IKKGL2626A1Z9,Khare-Dewan,Logistics,HEALTHY_GROWER,100.0,3380260.320364496,1230326.9,1.65572837221116,0.8488185265688454,0.0461047505832139,0.1341345535552509,0.166,0.98,0.0,842.0,0.0,0.0,0.3254,
12FFZZH3339L1Z3,"Deshmukh, Bava and Padmanabhan",Financials,HEALTHY_GROWER,84.67496505360462,5902175.519706698,2375017.7,19.82425085292901,0.34457701499719323,0.2158679434909575,-0.4402974072559481,0.18,0.98,0.0,830.0,0.0,0.0,0.4886,
28ZDPTQ3960X1Z7,Ramanathan-Bala,Services,THIN_FILE_NEWCOMER,100.0,14520.73650457017,33010.4,21.66212006967396,0.3333749695097206,0.1989510776495842,-0.3654602036385177,0.6,0.85,0.0,846.0,0.0,0.0,0.0533,
28MSKNG4326X1Z3,Bose Inc,Retail,THIN_FILE_NEWCOMER,98.61557445263384,71707.43613936407,23957.4,0.0,0.6437002377865192,0.0752607274381256,0.2721701008437794,0.6,0.85,0.0,751.0,0.0,0.0,0.1357,
30PDXFT8466Q1Z0,Suresh Inc,Retail,THIN_FILE_NEWCOMER,100.0,48867.84225411616,65014.4,2.241776307239109,0.6955905087423385,0.0634323895555489,0.4970378047642324,0.6,0.85,0.0,753.0,0.0,0.0,0.2738,
29AXDQH1567O1Z6,"Chopra, Dar and Bedi",Retail,THIN_FILE_NEWCOMER,93.6931494685279,611875.6846384967,165167.2,0.5356447128093853,0.8552159968544999,0.079502120541507,0.4223685346311876,0.6,0.85,0.0,773.0,0.0,0.0,0.0746,
33OZKFB0106D1Z1,Bawa-Pau,Retail,HEALTHY_GROWER,90.90807354049286,2332998.582196617,673697.9,15.958482957106272,0.3095679315300401,0.241687599348411,-0.4215483941664397,0.102,0.98,0.0,762.0,0.0,0.0,0.4351,
11CBUTV0224F1Z5,Dhaliwal-Chaudry,Services,STRESSED_BUSINESS,100.0,335953.32965458126,300506.1,23.9,0.8271470866372056,0.2141054087943716,-0.3092737291290589,0.507,0.65,0.0,619.0,1.0,0.0,0.0548,
19GYNRW2481D1Z1,"Mitra, Khatri and Dasgupta",Retail,SEASONAL_BUSINESS,100.0,9293221.809556501,1325263.1,21.119662179958947,0.44553710809542835,0.2130387739805744,-0.3730849083518192,0.4,0.8,0.0,668.0,0.0,0.0,0.3125,
33SXTES9835L1Z7,Chatterjee Inc,Construction,SEASONAL_BUSINESS,100.0,282013.49073116767,321465.4,27.792747086890188,0.5012812534210829,0.2444862644191844,-0.4943605169409916,0.4,0.8,0.0,658.0,0.0,0.0,0.3143,
10XLLIJ7776C1Z7,Borah-Balan,Services,STRESSED_BUSINESS,99.96974909910088,60622.6553759054,233350.0,19.86130569172096,0.59159958775123,0.1500053874444846,-0.4063834644224615,0.617,0.65,0.0,567.0,1.0,0.0,-0.1902,
12QFHIW6189R1Z9,Shetty-Narain,Retail,HEALTHY_GROWER,100.0,962447.5492122298,645371.9,2.04469795362922,0.7641309827100209,0.0074936321790931,0.1838119990156152,0.11,0.98,0.0,806.0,0.0,0.0,0.2528,
34EDFFW7752R1Z9,Keer PLC,Wholesale,HEALTHY_GROWER,100.0,4010528.230040435,1857187.2,17.25731970767617,0.5553560875299467,0.1652462870760637,-0.4491101192146747,0.201,0.98,0.0,759.0,0.0,0.0,0.4777,
26DRMEN8973I1Z8,"Nadkarni, Dewan and Raj",Manufacturing,CIRCULAR_FRAUDSTER,100.0,15586766.234880682,8247206.0,27.066623301000327,0.41300862520345627,0.1811744080987844,-0.4587400341059922,0.95,1.0,1.0,767.0,0.0,1.0,0.0001,10.23
27XKWOS3848A1Z6,Sathe-Datta,Construction,SEASONAL_BUSINESS,87.85515671508591,123769.35530600963,357474.8,10.0,0.7345973428002854,0.05,-0.4241475103043058,0.4,0.8,0.0,659.0,0.0,0.0,0.3598,
15VQUAD5378R1Z8,"Kala, Shere and Dhawan",Financials,CIRCULAR_FRAUDSTER,100.0,2391936.0616326523,3429085.5,4.0,0.7442058778689992,0.0,0.05,0.95,1.0,1.0,768.0,0.0,1.0,0.20,24.0
20KTUAZ8424F1Z5,Kanda Group,Services,CIRCULAR_FRAUDSTER,94.99664437108352,14779161.246700266,8810760.5,2.0,0.863727637104854,0.0,0.05,0.95,1.0,1.0,712.0,0.0,1.0,0.0102,24.0
28XNBNJ2793F1Z6,Chanda-Dixit,Services,STRESSED_BUSINESS,100.0,615548.1655271094,1029249.4,27.94707323838461,0.48951018532166024,0.1949977975137761,-0.4216143523722454,0.752,0.65,0.0,607.0,1.0,0.0,-0.0641,
18ZEPND2434Z1Z4,"Srinivas, Kaur and Sane",Retail,STRESSED_BUSINESS,100.0,1257976.0199865133,484723.1,28.766558183674217,0.5297169808485999,0.2253537097283567,-0.3632080456062408,0.732,0.65,0.0,588.0,1.0,0.0,-0.1794,
17MOTNV3891L1Z5,Raghavan PLC,Wholesale,HEALTHY_GROWER,97.23347932621584,150783.05329033436,140423.9,24.979130155925155,0.7258498489799992,0.2094591621748037,-0.4023169530718949,0.126,0.98,0.0,830.0,0.0,0.0,0.319,
31DWXKU9970B1Z4,"Bumb, Lal and Pathak",Financials,STRESSED_BUSINESS,94.68892452389515,896885.734779631,643338.3,15.250361304122611,0.41550645619310533,0.2457818330366742,-0.381848253760931,0.611,0.65,0.0,560.0,1.0,0.0,-0.1378,
33WGVFZ9951S1Z3,Kurian-Datta,Financials,STRESSED_BUSINESS,98.11140830085571,920542.7873893089,730907.8,27.5,0.4111115854054442,0.2409921388624564,-0.1820932445529416,0.769,0.65,0.0,600.0,1.0,0.0,0.0726,
34OAVEI5815F1Z1,Aurora-Sarin,Retail,HEALTHY_GROWER,100.0,828140.7381491594,986699.2,18.389640120145508,0.6215048804098978,0.2264190648811492,-0.4841130567282393,0.219,0.98,0.0,817.0,0.0,0.0,0.3038,
13LBIJY7895N1Z5,Borde-Dash,Wholesale,CIRCULAR_FRAUDSTER,86.29060322678188,832128.512419925,2434502.0,3.2,0.7192873752221494,0.0,0.05,0.95,1.0,1.0,764.0,0.0,1.0,0.0044,8.03
15BXFAP7312T1Z0,Boase Group,Retail,THIN_FILE_NEWCOMER,88.90152532474431,14770.6234311848,51373.2,29.67606749601795,0.5420673499546482,0.2480264525137338,-0.4469814991888003,0.6,0.85,0.0,759.0,0.0,0.0,0.0842,
32JQQOY8919J1Z2,Narayan-Bains,Services,CIRCULAR_FRAUDSTER,100.0,3265843.34672806,7355224.7,3.8,0.7055459428117892,0.0,0.05,0.95,1.0,1.0,781.0,0.0,1.0,0.0155,24.0
31QEEFF2800D1Z5,"Aggarwal, Gokhale and Naidu",Wholesale,SEASONAL_BUSINESS,93.80453746540026,439741.7086696354,751629.2,10.0,0.7105538547250666,0.05,0.0973624384791738,0.4,0.8,0.0,740.0,0.0,0.0,0.3957,
32OTYXK0442F1Z8,Edwin Inc,Construction,HEALTHY_GROWER,100.0,123068.80383242438,268753.9,24.268458386637505,0.5182365347298423,0.2063108103910008,-0.3738863804384484,0.161,0.98,0.0,831.0,0.0,0.0,0.3528,
25XGJIZ5840C1Z4,Basak LLC,Wholesale,THIN_FILE_NEWCOMER,93.1148759851608,443270.69384486804,172860.7,25.56171396026008,0.5124880302959414,0.1671483968240924,-0.4824371592998878,0.6,0.85,0.0,777.0,1.0,0.0,0.0937,
29FRJKJ3273H1Z8,"Badami, Dara and Ray",Logistics,CIRCULAR_FRAUDSTER,100.0,11196361.079309424,9489348.9,0.5,0.8413530902149431,0.0,0.05,0.95,1.0,1.0,757.0,0.0,1.0,0.0015,8.11
17QAWRX2324C1Z5,"Gole, Bumb and Mishra",Financials,THIN_FILE_NEWCOMER,100.0,29765.93540834335,87111.0,23.398101304048737,0.5105370459264352,0.2180311822307719,-0.3692358943705509,0.6,0.85,0.0,784.0,1.0,0.0,0.1647,
36KSYRN8795J1Z6,Kanda and Sons,Financials,STRESSED_BUSINESS,86.58633900463754,539208.3259569295,945223.3,31.3,0.6889606326478592,0.3069118884964777,-0.2011779284771197,0.702,0.65,0.0,636.0,1.0,0.0,-0.0801,
34CZAFG3267D1Z2,"Ratta, Sathe and Khare",Logistics,HEALTHY_GROWER,86.27906110952566,6900373.607770097,3484447.8,15.142987722793531,0.28100478618131486,0.2467308850113071,-0.4810685322734171,0.062,0.98,0.0,753.0,0.0,0.0,0.2772,
23WXUPS0504C1Z0,Sandal-Sahota,Retail,SEASONAL_BUSINESS,93.30674552975104,2078018.471590129,1363124.1,28.170148881253844,0.38751805734665595,0.1717929872219372,-0.4671164155069205,0.4,0.8,0.0,733.0,0.0,0.0,0.2121,
17FESCI0146V1Z6,Ganesan LLC,Logistics,CIRCULAR_FRAUDSTER,100.0,4872450.24431039,6977215.7,2.7,0.5746651514457449,0.0,0.05,0.95,1.0,1.0,734.0,0.0,1.0,0.0184,4.97
16SWKNQ7540E1Z7,"Minhas, Tripathi and Keer",Manufacturing,HEALTHY_GROWER,100.0,190815.55874158096,421282.3,20.149535094598388,0.49665479637828125,0.1719347395684055,-0.4409670736774715,0.165,0.98,0.0,831.0,0.0,0.0,0.3823,
29SULNZ5195I1Z8,"Doshi, Garg and Parmar",Construction,STRESSED_BUSINESS,97.79765081372643,833278.9633220134,715666.0,20.0,0.5741103505634135,0.4133045725182822,-0.0752927870818255,0.733,0.65,0.0,636.0,1.0,0.0,-0.0798,
16QTDZJ2615J1Z5,Lad LLC,Financials,STRESSED_BUSINESS,96.42653281597688,420261.68372825434,391756.4,17.773772466630575,0.6185223641639905,0.1667247799219904,-0.3915538432539688,0.777,0.65,0.0,584.0,1.0,0.0,-0.1309,
13MLSMU1273U1Z7,Sarna Inc,Logistics,HEALTHY_GROWER,100.0,1783689.621225023,905199.4,2.8550618354316306,0.5132201435459984,0.0216404982856513,0.1097258944394746,0.119,0.98,0.0,778.0,0.0,0.0,0.4239,
25HYNVY0559N1Z7,Sehgal-Som,Financials,HEALTHY_GROWER,100.0,795321.3662549139,724204.9,16.69963976625111,0.7220916444828616,0.1791634049106263,-0.4137301058012934,0.215,0.98,0.0,765.0,0.0,0.0,0.204,
12YEGGC5125U1Z4,"Madan, Ghosh and Chakraborty",Logistics,STRESSED_BUSINESS,100.0,299096.5224604683,985211.3,16.243227302910533,0.3564557931759206,0.1520769633692051,-0.418063522453448,0.648,0.65,0.0,578.0,1.0,0.0,-0.141,
27NQXYJ4297C1Z1,"Barman, Mitra and Dixit",Logistics,THIN_FILE_NEWCOMER,91.74510003090032,89225.87829684703,70266.9,20.13836357564786,0.6168434255231572,0.1504573606033408,-0.3520338788908078,0.6,0.85,0.0,804.0,0.0,0.0,0.2951,
33PPSHZ2009V1Z9,Sibal-Dhillon,Financials,HEALTHY_GROWER,100.0,345439.928379841,529939.3,17.254511374529137,0.5631807946113259,0.169425058364779,-0.4381516580618957,0.081,0.98,0.0,825.0,0.0,0.0,0.2289,
14NRQKC0079J1Z5,Chakrabarti-Prabhakar,Logistics,STRESSED_BUSINESS,100.0,63973.35090988052,462299.1,20.0,0.6040921765327869,0.2758801599995921,-0.094737478208491,0.779,0.65,0.0,580.0,1.0,0.0,-0.0055,
